generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,api_key_disabled,api_key_name,app_name
gen-1788097747-gUyS8B52x4kEzvzhtbWG,2026-08-30 13:49:07.754,0.002533,,-0.019276,,0,107582,245,71,107199,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,5903,4969,false,hermes-ppn,Hermes Agent
gen-1788097745-cX3EOyblKcm8Ee053cMS,2026-08-30 13:49:05.631,0.000098,,,,0,329,27,18,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,1738,1665,false,hermes-ppn,Hermes Agent
gen-1788097737-6seXzSFq1z3BjuEDcX32,2026-08-30 13:48:57.729,0.002864,,-0.019049,,0,107202,395,148,106128,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,5817,4374,false,hermes-ppn,Hermes Agent
gen-1788097727-MEiVwMbDdSIGNUejUUec,2026-08-30 13:48:47.816,0.002787,,-0.018761,,0,106131,269,79,104643,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,6339,5251,false,hermes-ppn,Hermes Agent
gen-1788097133-XZmj3qyGQhgYpKuAeFBr,2026-08-30 13:38:53.046,0.002252,,-0.019104,,0,106505,47,0,106216,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,4953,2407,false,hermes-ppn,Hermes Agent
gen-1788097126-e8fOJ11VgMjwseG2PkqM,2026-08-30 13:38:46.274,0.002652,,-0.019041,,0,106219,375,162,105880,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,6304,5116,false,hermes-ppn,Hermes Agent
gen-1788097121-gqrUzUKN3SeFsVPFTCLZ,2026-08-30 13:38:41.468,0.002661,,-0.018773,,0,105883,216,0,104643,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,4424,2457,false,hermes-ppn,Hermes Agent
gen-1788097106-IQoIX3b1FXpgxOmdwYeE,2026-08-30 13:38:26.863,0.000178,,,,0,389,84,75,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,3527,2740,false,hermes-ppn,Hermes Agent
gen-1788097103-SpgBfo4mbk9fmOdXQHQX,2026-08-30 13:38:23.651,0.00262,,-0.018426,,0,104646,98,0,102862,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,2952,2300,false,hermes-ppn,Hermes Agent
gen-1788097097-Wnx8g5PfM4vBjtZngWLA,2026-08-30 13:38:17.111,0.025886,,0.005143,,0,102865,142,111,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,5560,4388,false,hermes-ppn,Hermes Agent
gen-1788087621-JVVuNdGmDiaIzMIpCLfi,2026-08-30 11:00:21.348,0.000545,,-0.002826,,0,15868,165,83,15738,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,4193,3844,false,hermes-ppn,Hermes Agent
gen-1788087617-Pa5vHudqmYMQm1coC8Ae,2026-08-30 11:00:17.792,0.000826,,-0.002433,,0,15741,93,38,14002,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,3264,2447,false,hermes-ppn,Hermes Agent
gen-1788087612-O6nymzCcUCLhb2LOtsje,2026-08-30 11:00:12.832,0.003595,,0.0007,,0,14005,79,48,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4250,3253,false,hermes-ppn,Hermes Agent
gen-1788001238-GbQn0uPyCuEXcSNI5WVp,2026-08-29 11:00:38.802,0.000546,,-0.002877,,0,16145,163,75,16022,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,4375,3215,false,hermes-ppn,Hermes Agent
gen-1788001233-2auBhFC4O1L6VmfiyPM0,2026-08-29 11:00:33.758,0.000461,,-0.002852,,0,16025,91,36,15884,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4539,3106,false,hermes-ppn,Hermes Agent
gen-1788001229-wbnsMw7pyxQZXzKjrzfb,2026-08-29 11:00:29.677,0.000868,,-0.002426,,0,15887,98,30,14002,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,3547,2525,false,hermes-ppn,Hermes Agent
gen-1788001223-BiYVTBwAcbWAJHbDWZBC,2026-08-29 11:00:23.256,0.003708,,0.0007,,0,14005,173,71,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,5083,4494,false,hermes-ppn,Hermes Agent
gen-1787914851-Zgz9ZRMvRwhJycqhl3z0,2026-08-28 11:00:51.707,0.000619,,-0.002826,,0,15871,226,160,15738,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,4862,4337,false,hermes-ppn,Hermes Agent
gen-1787914846-DJIiSXIGl7zwPBVBQUYW,2026-08-28 11:00:46.324,0.000828,,-0.002433,,0,15741,95,33,14002,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4523,3482,false,hermes-ppn,Hermes Agent
gen-1787914840-5980rXmNykxZVcNSMV49,2026-08-28 11:00:40.092,0.003595,,0.0007,,0,14005,79,48,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4114,3044,false,hermes-ppn,Hermes Agent
gen-1787828497-LXbA1HgWUH6jtpQF6AUS,2026-08-27 11:01:37.975,0.000518,,-0.002952,,0,16535,137,59,16431,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,3982,3574,false,hermes-ppn,Hermes Agent
gen-1787828493-or9B9hqI8nELb3hAltTh,2026-08-27 11:01:33.072,0.000566,,-0.002806,,0,16434,72,35,15775,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4537,3279,false,hermes-ppn,Hermes Agent
gen-1787828478-CA1mLoej0cY8ydZ4q7yD,2026-08-27 11:01:18.733,0.004144,,0.000788,,0,15778,167,58,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4753,3368,false,hermes-ppn,Hermes Agent
gen-1787828453-hVyystVBF2OysdFd8xuF,2026-08-27 11:00:53.634,0.00085,,-0.002434,,0,15727,116,61,14002,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4618,3477,false,hermes-ppn,Hermes Agent
gen-1787828449-SxwH9FcJbpWuKFTSs8n3,2026-08-27 11:00:49.849,0.003579,,0.0007,,0,14005,65,34,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,2525,2322,false,hermes-ppn,Hermes Agent
gen-1787747951-SZXfBPVwgF6gjYrPSbvU,2026-08-26 12:39:11.192,0.002916,,-0.018226,,0,102169,591,0,101457,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,5868,2248,false,hermes-ppn,Hermes Agent
gen-1787747854-l5dNdKcSOjnAlY2cm9BO,2026-08-26 12:37:34.235,0.000147,,,,0,355,64,55,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,2987,2878,false,hermes-ppn,Hermes Agent
gen-1787747849-8oqiCED9wAAwpQvc6fzc,2026-08-26 12:37:29.803,0.002703,,-0.017705,,0,101460,97,31,99035,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4240,4159,false,hermes-ppn,Hermes Agent
gen-1787747838-LJdYSCu4C1G1NQlHdka8,2026-08-26 12:37:18.668,0.003766,,-0.017519,,0,99038,1232,109,97703,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,10625,4003,false,hermes-ppn,Hermes Agent
gen-1787747829-f2Itc5ex6NzEv9IJMRUQ,2026-08-26 12:37:09.985,0.000172,,,,0,366,83,74,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,1811,1729,false,hermes-ppn,Hermes Agent
gen-1787747824-uHo4IUkK3dAFBRb4vfB7,2026-08-26 12:37:04.892,0.002074,,-0.017556,,0,97706,75,0,97574,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4897,4150,false,hermes-ppn,Hermes Agent
gen-1787747816-IC53SED1VffOkKt19i1e,2026-08-26 12:36:56.819,0.002264,,-0.017364,,0,97577,95,64,96711,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,7680,4410,false,hermes-ppn,Hermes Agent
gen-1787747713-LDnifj0vVyhOygsaOuYK,2026-08-26 12:35:13.173,0.002281,,-0.017267,,0,96714,172,0,96102,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,4344,2939,false,hermes-ppn,Hermes Agent
gen-1787747707-YSD8qOXqXctsZv7FycT0,2026-08-26 12:35:07.097,0.002284,,-0.017235,,0,96105,249,0,95828,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,5593,4204,false,hermes-ppn,Hermes Agent
gen-1787747702-lfIVQrFrMcJk13KJGyc5,2026-08-26 12:35:02.254,0.002106,,-0.017168,,0,95831,91,0,95478,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4310,3585,false,hermes-ppn,Hermes Agent
gen-1787747696-DpwTcxaOE9xrcOYsPbxD,2026-08-26 12:34:56.064,0.002514,,-0.016946,,0,95481,304,155,94438,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,5400,5222,false,hermes-ppn,Hermes Agent
gen-1787747677-6thl9OF7tj25LcaJn6OF,2026-08-26 12:34:37.704,0.002284,,-0.01681,,0,94441,172,65,93619,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,17780,12233,false,hermes-ppn,Hermes Agent
gen-1787747672-JdJ4x4SyJMj7pMJijbn3,2026-08-26 12:34:32.714,0.023447,,0.00468,,0,93622,35,0,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4065,3536,false,hermes-ppn,Hermes Agent
gen-1787742024-OUf3Swt8Pis3cqTY2ka6,2026-08-26 11:00:24.308,0.000554,,-0.00282,,0,15855,170,106,15711,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,4081,3617,false,hermes-ppn,Hermes Agent
gen-1787742018-aYp8k8K4lMuSbLe0tGoA,2026-08-26 11:00:18.639,0.000836,,-0.002434,,0,15714,107,52,14002,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,5186,3855,false,hermes-ppn,Hermes Agent
gen-1787742009-9Vi07ljvCT2rBPEtrmiR,2026-08-26 11:00:09.041,0.003563,,0.0007,,0,14005,52,21,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,8332,7855,false,hermes-ppn,Hermes Agent
gen-1787720143-vBex2Zp3P755OwHuBAi1,2026-08-26 04:55:43.030,0.003302,,-0.016518,,0,92778,1055,271,91989,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,14720,7952,false,hermes-ppn,Hermes Agent
gen-1787720138-YK7NVoYd5pVav6fS0u0t,2026-08-26 04:55:38.681,0.002521,,-0.016269,,0,91992,327,0,90733,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,3939,2349,false,hermes-ppn,Hermes Agent
gen-1787720130-rvv64K4hAIc597WUJOHp,2026-08-26 04:55:30.533,0.002703,,-0.016225,,0,90736,651,0,90269,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,7834,2225,false,hermes-ppn,Hermes Agent
gen-1787720126-i4L6s8OrXfoEdiASjbN2,2026-08-26 04:55:26.829,0.001995,,-0.016169,,0,90272,92,0,89924,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,3432,2348,false,hermes-ppn,Hermes Agent
gen-1787720124-1mcOJfnCBj0tBcq4QFc2,2026-08-26 04:55:24.149,0.000125,,,,0,361,44,35,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,2312,1729,false,hermes-ppn,Hermes Agent
gen-1787720120-IpWr15rhT5wNrstUjNpn,2026-08-26 04:55:20.781,0.000167,,,,0,416,70,61,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,2911,2259,false,hermes-ppn,Hermes Agent
gen-1787720114-vqHw8I5LW2Jhj7JlUyxu,2026-08-26 04:55:14.338,0.022805,,0.004496,,0,89927,270,138,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,5732,5164,false,hermes-ppn,Hermes Agent
gen-1787719174-MxctFjtfiTjAamEH8jjH,2026-08-26 04:39:34.537,0.002188,,-0.016845,,0,94196,162,0,93718,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,2976,1789,false,hermes-ppn,Hermes Agent
gen-1787719169-iCJrkdKStKoQEKPuNh90,2026-08-26 04:39:29.596,0.002596,,-0.016626,,0,93721,399,0,92661,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4588,2069,false,hermes-ppn,Hermes Agent
gen-1787719160-u1VQ35uIXpEBVlKdVAYW,2026-08-26 04:39:20.325,0.003188,,-0.016447,,0,92664,919,0,91655,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,8868,3602,false,hermes-ppn,Hermes Agent
gen-1787719146-DS65ljcpoeBQng2Rqhj7,2026-08-26 04:39:06.656,0.003243,,-0.016398,,0,91658,1092,159,91221,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,13426,4505,false,hermes-ppn,Hermes Agent
gen-1787719141-T34oaohJQgZuaMPD7UJv,2026-08-26 04:39:01.853,0.002487,,-0.015955,,0,91224,165,144,89201,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4516,4302,false,hermes-ppn,Hermes Agent
gen-1787719137-lsHgjvCEF8ZUcvmbpIoW,2026-08-26 04:38:57.135,0.002544,,-0.015837,,0,89204,451,0,88250,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,4257,1960,false,hermes-ppn,Hermes Agent
gen-1787719133-N1JrXuePOHVlsxDpUvU5,2026-08-26 04:38:53.302,0.000156,,,,0,327,76,67,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,2775,2106,false,hermes-ppn,Hermes Agent
gen-1787719126-ICptlyJnaGJWWXPV4IZi,2026-08-26 04:38:46.776,0.002495,,-0.015494,,0,88253,282,46,86550,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,5054,3461,false,hermes-ppn,Hermes Agent
gen-1787719114-o1k98oQVFHsXntB6FyKE,2026-08-26 04:38:34.357,0.002817,,-0.015462,,0,86553,808,0,86045,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,11718,3179,false,hermes-ppn,Hermes Agent
gen-1787719108-rdNzcXvwLV12AB2u1UFW,2026-08-26 04:38:28.641,0.00223,,-0.015229,,0,86048,208,8,84919,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,5303,4035,false,hermes-ppn,Hermes Agent
gen-1787719101-hbtFvCDPIvObUxmeP39o,2026-08-26 04:38:21.410,0.002971,,-0.015196,,0,84922,986,62,84532,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,6661,3296,false,hermes-ppn,Hermes Agent
gen-1787719096-0jMY9ILwwcDrR47i51Nx,2026-08-26 04:38:16.532,0.002043,,-0.015018,,0,84535,129,59,83673,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4530,3438,false,hermes-ppn,Hermes Agent
gen-1787719090-zLmfuRhSOKpO1IOxHWCr,2026-08-26 04:38:10.437,0.002337,,-0.01467,,0,83676,228,27,81976,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4065,2871,false,hermes-ppn,Hermes Agent
gen-1787719077-g9CT6rudl7S1C0ghvhnm,2026-08-26 04:37:57.530,0.003365,,-0.014523,,0,81979,1244,0,80966,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,12363,3944,false,hermes-ppn,Hermes Agent
gen-1787719067-1UqzwnAHri36B7QA4GTf,2026-08-26 04:37:47.700,0.00287,,-0.01419,,0,80969,723,295,79300,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,8884,5462,false,hermes-ppn,Hermes Agent
gen-1787719063-E6mftLxN6ZLoOhOeDLui,2026-08-26 04:37:43.353,0.004171,,-0.011887,,0,79303,166,34,68926,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,3944,2976,false,hermes-ppn,Hermes Agent
gen-1787719055-wRp1thiPIkctYztD4tHz,2026-08-26 04:37:35.506,0.002396,,-0.011707,,0,68929,265,54,65886,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,7349,3907,false,hermes-ppn,Hermes Agent
gen-1787719041-7vSM3xz8HkQAjzDwJvmv,2026-08-26 04:37:21.659,0.00163,,-0.011651,,0,65889,87,60,64982,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,13014,8298,false,hermes-ppn,Hermes Agent
gen-1787718778-L7G36YLQxi0wNLnHGzBQ,2026-08-26 04:32:58.451,0.002357,,-0.011633,,0,64985,828,0,64707,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,7089,2121,false,hermes-ppn,Hermes Agent
gen-1787718768-I6wqyPF1bpJSdb6STNMg,2026-08-26 04:32:48.101,0.001793,,-0.011388,,0,64710,200,0,63580,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,9981,6500,false,hermes-ppn,Hermes Agent
gen-1787718765-V4Rdi2UbAmZkfsatQSVG,2026-08-26 04:32:45.508,0.000139,,,,0,416,47,38,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,2230,1597,false,hermes-ppn,Hermes Agent
gen-1787718761-fJFUIHP3iS9AMySHas2n,2026-08-26 04:32:41.953,0.000149,,,,0,473,46,37,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,2938,2142,false,hermes-ppn,Hermes Agent
gen-1787718755-Dyoa3gq0bQRQRMeqqje6,2026-08-26 04:32:35.651,0.001988,,-0.011265,,0,63583,448,126,62802,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,5885,4117,false,hermes-ppn,Hermes Agent
gen-1787718750-XwtAsuyb2uv0zn0IPfDa,2026-08-26 04:32:29.910,0.015843,,0.00314,,0,62805,119,79,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4608,3684,false,hermes-ppn,Hermes Agent
gen-1787717189-WmgfGq7BjRjbBY41JoVR,2026-08-26 04:06:29.251,0.00194,,-0.011138,,0,62171,537,148,61941,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,6373,3833,false,hermes-ppn,Hermes Agent
gen-1787717181-oju26Afmu9B4SYqDbxKF,2026-08-26 04:06:21.142,0.001678,,-0.011064,,0,61944,295,188,61572,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,5782,4743,false,hermes-ppn,Hermes Agent
gen-1787717174-B0Bjn2sHZEUZr7nrkOvg,2026-08-26 04:06:14.295,0.001756,,-0.010921,,0,61575,303,115,60872,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,5335,3572,false,hermes-ppn,Hermes Agent
gen-1787717161-Tob6kW3HUk6ybVzdvJvG,2026-08-26 04:06:01.331,0.003096,,-0.010073,,0,60875,829,227,57032,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,12496,6886,false,hermes-ppn,Hermes Agent
gen-1787717149-LQFMHjEBEGMTevd6PC8v,2026-08-26 04:05:49.714,0.002487,,-0.00923,,0,57035,259,69,52531,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,5097,3409,false,hermes-ppn,Hermes Agent
gen-1787717137-OoC33OgBBwlDa1WvAgmB,2026-08-26 04:05:37.900,0.002214,,-0.008611,,0,52534,266,99,48859,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,5267,3869,false,hermes-ppn,Hermes Agent
gen-1787717128-LsURvjhJ78b56gBUHy3u,2026-08-26 04:05:28.327,0.012313,,0.002442,,0,48862,82,55,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,7827,5209,false,hermes-ppn,Hermes Agent
gen-1787688239-Fd1CSVdsqeQSjaHHY5KG,2026-08-25 20:03:59.435,0.001813,,-0.005427,,0,54847,394,0,54272,deepseek/deepseek-v4-flash-20260731,Inceptron,standard,false,true,,stop,stop,40539,3404,false,hermes-ppn,Hermes Agent
gen-1787688181-gyexsFpXUH1ZecC9Chkk,2026-08-25 20:03:01.150,0.002203,,-0.005068,,0,53498,1133,205,50688,deepseek/deepseek-v4-flash-20260731,Inceptron,standard,false,true,,tool_calls,tool_calls,57365,1657,false,hermes-ppn,Hermes Agent
gen-1787688140-HBozKsGfFRnm9qWOwHi2,2026-08-25 20:02:20.305,0.006566,,-0.000128,,0,50735,352,255,1280,deepseek/deepseek-v4-flash-20260731,Inceptron,standard,false,true,,tool_calls,tool_calls,22793,5081,false,hermes-ppn,Hermes Agent
gen-1787688136-QTyq2kkhr6nGPQ7ZKbCp,2026-08-25 20:02:16.911,0.000453,,-0.001499,,0,48403,205,76,46848,deepseek/deepseek-v4-flash-20260731,Relace,standard,false,true,,tool_calls,tool_calls,1878,613,false,hermes-ppn,Hermes Agent
gen-1787688106-hKr3zxGxiEcH46batKLa,2026-08-25 20:01:46.184,0.00188,,,,0,46871,67,0,0,deepseek/deepseek-v4-flash-20260731,Relace,standard,false,true,,tool_calls,tool_calls,2253,1786,false,hermes-ppn,Hermes Agent
gen-1787659830-Q9KR98rJFRjRNKJ98TfR,2026-08-25 12:10:30.956,0.001472,,-0.00708,,0,41051,286,50,39683,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,4420,2819,false,hermes-ppn,Hermes Agent
gen-1787659824-ByzsqttBufuz24DYk0M8,2026-08-25 12:10:24.854,0.000399,,,,0,803,199,190,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,4770,3819,false,hermes-ppn,Hermes Agent
gen-1787659812-9DQKjgL6aaCHEoIAt0c0,2026-08-25 12:10:12.358,0.002471,,-0.00671,,0,39812,1016,173,37802,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,11580,5114,false,hermes-ppn,Hermes Agent
gen-1787659805-b4vMyZ5g9hlEfAbjKeAM,2026-08-25 12:10:05.268,0.001081,,-0.006663,,0,37931,132,0,37202,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,2684,2561,false,hermes-ppn,Hermes Agent
gen-1787659793-BuoS5BSLj1SsdhLKg5ee,2026-08-25 12:09:53.657,0.001084,,-0.006658,,0,37268,241,151,37038,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,11216,10801,false,hermes-ppn,Hermes Agent
gen-1787659786-xGzWSC0Hi1UMTOll87MJ,2026-08-25 12:09:46.357,0.009466,,0.001855,,0,37104,159,134,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,6145,4902,false,hermes-ppn,Hermes Agent
gen-1787655616-kezzn9qy8rA2nqn2pEKL,2026-08-25 11:00:16.937,0.000535,,-0.002817,,0,15877,148,82,15699,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,4341,3030,false,hermes-ppn,Hermes Agent
gen-1787655610-q9lA2usk4ZzqKKsa0KyP,2026-08-25 11:00:10.072,0.00088,,-0.002429,,0,15702,141,82,13976,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4939,3704,false,hermes-ppn,Hermes Agent
gen-1787655605-1dkHo7Bl6vdG69tD78Nj,2026-08-25 11:00:05.249,0.003573,,0.000698,,0,13979,66,35,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4000,3134,false,hermes-ppn,Hermes Agent
gen-1787608818-yLlwE8gvhuB6KRbuPNjY,2026-08-24 22:00:18.189,0.000153,,,,0,264,84,67,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,2373,2230,false,hermes-ppn,Hermes Agent
gen-1787608808-b8NroLibUcDiQcP0DfO2,2026-08-24 22:00:08.247,0.001641,,-0.006331,,0,35985,647,0,35351,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,9722,2954,false,hermes-ppn,Hermes Agent
gen-1787608797-jEvYBO7EaTy3F0otqV3G,2026-08-24 21:59:57.786,0.000151,,,,0,348,68,59,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,3213,3115,false,hermes-ppn,Hermes Agent
gen-1787608793-mIoyyGlBTbMlWD4wLs4n,2026-08-24 21:59:53.387,0.003438,,-0.003827,,0,35354,163,104,24326,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4182,3756,false,hermes-ppn,Hermes Agent
gen-1787608784-raWEdxDp3y6hxe6JLtbd,2026-08-24 21:59:44.963,0.002675,,-0.002558,,0,24329,306,65,16410,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4309,4164,false,hermes-ppn,Hermes Agent
gen-1787608779-H8XOo2VuSSVu4YFPYEeQ,2026-08-24 21:59:39.563,0.001042,,-0.002566,,0,16413,272,30,14724,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4176,2670,false,hermes-ppn,Hermes Agent
gen-1787608774-zXQw6edu61GinwQScTos,2026-08-24 21:59:34.386,0.000386,,-0.002625,,0,14727,55,24,14615,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,3848,2808,false,hermes-ppn,Hermes Agent
gen-1787608769-yrrjg2fOXHjDCuP5r21J,2026-08-24 21:59:29.747,0.003787,,0.00073,,0,14618,111,51,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,3670,2782,false,hermes-ppn,Hermes Agent
gen-1787569323-y7h7udryFPXQ6i3vwp3y,2026-08-24 11:02:03.561,0.000792,,-0.003856,,0,20218,152,78,19638,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,4504,3546,false,hermes-ppn,Hermes Agent
gen-1787569318-q9ZTjhn1MimJAOBDIvkM,2026-08-24 11:01:58.190,0.000926,,-0.003662,,0,19641,203,10,18747,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4936,4656,false,hermes-ppn,Hermes Agent
gen-1787569313-pQFaSZMWFpnTSzUiy4oo,2026-08-24 11:01:53.463,0.000955,,-0.003297,,0,18750,97,25,17109,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4020,2779,false,hermes-ppn,Hermes Agent
gen-1787569309-wbtEj3paxsPVT3719P3n,2026-08-24 11:01:49.211,0.000836,,-0.003036,,0,17112,82,18,15722,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,3412,2510,false,hermes-ppn,Hermes Agent
gen-1787569241-fCLAH0H5Y9S8pWofVzo1,2026-08-24 11:00:41.949,0.001086,,-0.002671,,0,15725,226,75,13976,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,5307,4222,false,hermes-ppn,Hermes Agent
