generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,api_key_disabled,api_key_name,app_name
gen-1788394706-ag3J7tvpnzZWFgiKe8ow,2026-09-03 00:18:26.771,0.062815,,-0.140361,,0,503839,912,658,389955,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,13677,13370,false,hermes-ppn,Hermes Agent
gen-1788394696-QcjUXxbUhU7MiJiFjjSJ,2026-09-03 00:18:16.714,0.061787,,-0.140155,,0,502708,478,290,389322,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,9590,9104,false,hermes-ppn,Hermes Agent
gen-1788394684-PIvMLdwJ3EqiaT9IFWU6,2026-09-03 00:18:04.640,0.062905,,-0.13949,,0,501395,1021,763,387473,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,11215,11019,false,hermes-ppn,Hermes Agent
gen-1788394669-lU1L2eHFtP3vQB1CChv4,2026-09-03 00:17:49.192,0.062118,,-0.138949,,0,499187,774,593,385971,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,13530,13342,false,hermes-ppn,Hermes Agent
gen-1788394662-pOpGd5Stm0L9UeNRHttb,2026-09-03 00:17:42.893,0.060941,,-0.138669,,0,497954,239,87,385217,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,5958,5703,false,hermes-ppn,Hermes Agent
gen-1788394653-XCN7UNcwZccFaGcfotK7,2026-09-03 00:17:33.527,0.062057,,-0.137971,,0,497813,502,303,383253,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,9053,8857,false,hermes-ppn,Hermes Agent
gen-1788394643-eWAFcTrqRSqfm7CpPXpV,2026-09-03 00:17:23.260,0.061696,,-0.136486,,0,492493,659,322,379130,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,9950,9734,false,hermes-ppn,Hermes Agent
gen-1788394637-V4u3yvDRwIJxw0lOj4fS,2026-09-03 00:17:17.060,0.060567,,-0.136084,,0,490739,198,46,378013,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,5767,5543,false,hermes-ppn,Hermes Agent
gen-1788394624-5hznRScLm6eITtwTI8aF,2026-09-03 00:17:04.994,0.0613,,-0.135589,,0,490543,374,210,376743,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,11668,11486,false,hermes-ppn,Hermes Agent
gen-1788394608-LR1deiMBA0owbAezKAOb,2026-09-03 00:16:48.006,0.060697,,-0.135543,,0,489407,266,112,376530,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,16634,16139,false,hermes-ppn,Hermes Agent
gen-1788394592-IL2Rp4nDObU9TV8yzcw1,2026-09-03 00:16:32.512,0.06227,,-0.134823,,0,489474,725,561,374682,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,15147,13549,false,hermes-ppn,Hermes Agent
gen-1788394576-8S8O8UxUGeNTCtvHrWlI,2026-09-03 00:16:16.019,0.062181,,-0.13444,,0,487736,849,691,373551,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,16053,15859,false,hermes-ppn,Hermes Agent
gen-1788394568-xgWlBqfzL12sq0crK2jX,2026-09-03 00:16:08.284,0.06068,,-0.134397,,0,486207,331,178,373327,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,7338,7175,false,hermes-ppn,Hermes Agent
gen-1788394553-Oa8wjFkeuIYDpppFQ0ZI,2026-09-03 00:15:53.600,0.062241,,-0.134072,,0,486050,1052,859,372423,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,14080,12926,false,hermes-ppn,Hermes Agent
gen-1788394539-furdonajpAbu3xVLBCl0,2026-09-03 00:15:39.859,0.103104,,-0.094406,,0,485411,1859,642,262239,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,13245,12296,false,hermes-ppn,Hermes Agent
gen-1788394506-6x8UOg9HGys5DaUhsW3L,2026-09-03 00:15:06.154,0.016691,,-0.002325,,0,39408,9280,1977,15004,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,stop,33200,33144,false,hermes-ppn,Hermes Agent
gen-1788394489-rWDkIZ0gJW2cuT70NiQR,2026-09-03 00:14:49.310,0.07167,,-0.143256,,0,533033,952,753,398718,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,16486,15153,false,hermes-ppn,Hermes Agent
gen-1788394477-D15RJoDaXj6JysFClQ2l,2026-09-03 00:14:37.232,0.068625,,-0.142674,,0,524506,832,660,396522,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,11608,11349,false,hermes-ppn,Hermes Agent
gen-1788394460-xwmuSaa4lJq4lLRrFocH,2026-09-03 00:14:20.447,0.068549,,-0.142427,,0,522452,1109,906,395826,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,14166,11046,false,hermes-ppn,Hermes Agent
gen-1788394445-kcHkDeIv7KXkjPfZDkKc,2026-09-03 00:14:05.286,0.068704,,-0.140739,,0,520145,770,570,391239,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,12189,11932,false,hermes-ppn,Hermes Agent
gen-1788394426-gKN0iELQcoVfpokPbsgj,2026-09-03 00:13:46.489,0.070075,,-0.1405,,0,517812,1917,1427,390487,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,15816,15612,false,hermes-ppn,Hermes Agent
gen-1788394417-AXqzkqDboZqTJYtRlMH7,2026-09-03 00:13:37.844,0.067106,,-0.139574,,0,514449,501,370,387707,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,8240,8053,false,hermes-ppn,Hermes Agent
gen-1788394401-ybGzyu5Ah3JcZQJxYTMs,2026-09-03 00:13:21.110,0.068012,,-0.138519,,0,511050,1173,767,384776,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,12854,12709,false,hermes-ppn,Hermes Agent
gen-1788394385-bvOD3DwuwrDd36KvuenR,2026-09-03 00:13:05.648,0.066697,,-0.138109,,0,509521,555,339,383670,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,13478,13250,false,hermes-ppn,Hermes Agent
gen-1788394366-Fy0dVFWmfbViAruXy7Ah,2026-09-03 00:12:46.840,0.066794,,-0.137587,,0,509076,418,236,382314,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,17282,14883,false,hermes-ppn,Hermes Agent
gen-1788394349-izXVBoPlMbxZUUbLBYRE,2026-09-03 00:12:29.681,0.216711,,0.012743,,0,507713,490,272,0,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,15356,15118,false,hermes-ppn,Hermes Agent
gen-1788394313-RuKtMcliLDg7f7yHUho6,2026-09-03 00:11:53.562,0.015607,,-0.002238,,0,35131,9016,2157,12434,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,stop,35121,35004,false,hermes-ppn,Hermes Agent
gen-1788394304-iNsqYvGWmRUfwDWmqFV1,2026-09-03 00:11:44.246,0.071778,,-0.147549,,0,546864,324,175,409861,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,7360,7217,false,hermes-ppn,Hermes Agent
gen-1788394222-gU8VITl2viFzDfcf3PXQ,2026-09-03 00:10:22.080,0.071594,,-0.148288,,0,547943,392,145,411976,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,stop,6576,6310,false,hermes-ppn,Hermes Agent
gen-1788394206-anYTiYlrCpfaasG1FQFp,2026-09-03 00:10:06.899,0.074858,,-0.147465,,0,548302,1668,1282,410035,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,14830,14716,false,hermes-ppn,Hermes Agent
gen-1788394186-ztQmMfweByAkZPFbGNwi,2026-09-03 00:09:46.479,0.077039,,-0.144648,,0,538697,3449,779,401800,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,stop,20029,19834,false,hermes-ppn,Hermes Agent
gen-1788394176-dKYey9NNCclaJdDBTRys,2026-09-03 00:09:36.727,0.001509,,,,0,3238,718,674,0,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,stop,8241,7161,false,hermes-ppn,Hermes Agent
gen-1788394168-BgXR7kLDVwFFV8Pqaxti,2026-09-03 00:09:28.733,0.068072,,-0.140431,,0,519963,288,121,390087,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,7811,7605,false,hermes-ppn,Hermes Agent
gen-1788394053-mkwingA9OYIJS8B0vFDB,2026-09-03 00:07:33.488,0.07458,,-0.137817,,0,515622,3416,434,383247,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,stop,20468,20186,false,hermes-ppn,Hermes Agent
gen-1788394041-ep19fIX81GLJccecQ09L,2026-09-03 00:07:21.830,0.00178,,,,0,4950,659,615,0,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,stop,8933,7882,false,hermes-ppn,Hermes Agent
gen-1788394025-JvKLnBDBw81WpanpPpH6,2026-09-03 00:07:05.294,0.067678,,-0.137793,,0,508889,1065,352,382761,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,16195,15242,false,hermes-ppn,Hermes Agent
gen-1788393811-NPI1U6tLF4Ibzcx6qmHr,2026-09-03 00:03:31.550,0.069957,,-0.135037,,0,502422,2237,569,376558,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,stop,19870,19681,false,hermes-ppn,Hermes Agent
gen-1788393788-F1J68HsELO1SQ3fD6fnr,2026-09-03 00:03:08.270,0.208835,,0.012203,,0,485721,1302,639,0,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,19931,18901,false,hermes-ppn,Hermes Agent
gen-1788393488-OAQ4bfXB1YTfwsDyAPXF,2026-09-02 23:58:08.098,0.065203,,-0.130179,,0,481106,1634,640,361611,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,stop,15320,15137,false,hermes-ppn,Hermes Agent
gen-1788393382-3v86J0Iwv0aELNwCKMoQ,2026-09-02 23:56:22.072,0.058791,,-0.129393,,0,462367,1799,613,359493,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,stop,16509,16334,false,hermes-ppn,Hermes Agent
gen-1788393364-7fiEw5kP0U55dK6FE3px,2026-09-02 23:56:04.270,0.105709,,-0.081003,,0,461077,1268,766,254246,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,14832,14619,false,hermes-ppn,Hermes Agent
gen-1788393329-tDRyqlyMOhrsZCl9ncit,2026-09-02 23:55:29.378,0.01324,,0.000241,,0,26587,6401,1327,0,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,stop,33988,33812,false,hermes-ppn,Hermes Agent
gen-1788393317-99zEQS6NkNi1PYpr0CuM,2026-09-02 23:55:17.173,0.07326,,-0.147652,,0,547304,1106,475,413045,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,11043,10895,false,hermes-ppn,Hermes Agent
gen-1788393296-ejH40KEo5WwN3Z79R7ni,2026-09-02 23:54:56.981,0.069321,,-0.139118,,0,516016,1130,379,387685,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,11653,11411,false,hermes-ppn,Hermes Agent
gen-1788393270-aAbXlnvE7LL4sRWsME6y,2026-09-02 23:54:30.592,0.214963,,0.012624,,0,502247,800,418,0,openai/gpt-5.6-luna-pro-20260709,Azure,standard,false,true,,completed,tool_calls,16917,15859,false,hermes-ppn,Hermes Agent
gen-1788393053-JpfmP7GszwnRzWXbtxkE,2026-09-02 23:50:53.413,0.003037,,-0.022599,,0,125803,397,0,125608,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,5271,2217,false,hermes-ppn,Hermes Agent
gen-1788393043-bwLfIGJXqo786ZkZXmug,2026-09-02 23:50:43.009,0.00014,,,,0,358,57,48,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,7677,7305,false,hermes-ppn,Hermes Agent
gen-1788393038-LL5tIJb1GkAC6sC6WP2d,2026-09-02 23:50:38.935,0.002893,,-0.022361,,0,125611,110,41,124528,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,3867,3049,false,hermes-ppn,Hermes Agent
gen-1788393031-FCrhVOjT2hVhn2pbEG2F,2026-09-02 23:50:31.703,0.034384,,0.006849,,0,124531,105,73,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4916,3798,false,hermes-ppn,Hermes Agent
gen-1788392534-jtpCaYGU1M6bJbitBxQY,2026-09-02 23:42:14.161,0.00436,,-0.021452,,0,123500,927,116,120117,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,9909,3365,false,hermes-ppn,Hermes Agent
gen-1788392527-O2ikKHdtlsMRZDFqJekY,2026-09-02 23:42:07.645,0.00376,,-0.020508,,0,120120,204,145,115279,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4279,4048,false,hermes-ppn,Hermes Agent
gen-1788392515-uhqr4ndFzQgFGen01Zfi,2026-09-02 23:41:55.671,0.002744,,-0.020565,,0,115282,211,0,114474,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,3618,3416,false,hermes-ppn,Hermes Agent
gen-1788392509-lAk6zQzc3vZ177joWXUM,2026-09-02 23:41:49.213,0.028712,,0.005723,,0,114477,78,47,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,5324,4931,false,hermes-ppn,Hermes Agent
gen-1788384135-n3J3lIjl5mnjINgfvpz2,2026-09-02 21:22:15.904,0.0026,,-0.006539,,0,41138,761,0,37377,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,6418,1809,false,hermes-ppn,Hermes Agent
gen-1788384125-xGACJ2juo4cd63oD3Z36,2026-09-02 21:22:05.392,0.001352,,-0.007096,,0,37380,171,41,36175,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,9621,4184,false,hermes-ppn,Hermes Agent
gen-1788384122-K5ozw4XfCRA3RUCmAOLT,2026-09-02 21:22:02.475,0.001273,,-0.006744,,0,36178,44,0,34521,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,1902,1566,false,hermes-ppn,Hermes Agent
gen-1788384116-db8mIO6Zz9SrN4CqZk0n,2026-09-02 21:21:56.554,0.000991,,-0.006092,,0,34524,149,29,33994,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,3901,2714,false,hermes-ppn,Hermes Agent
gen-1788384107-55WH8pAiV65IC9Cu3n2k,2026-09-02 21:21:47.328,0.008775,,0.001699,,0,33997,230,93,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,6973,6121,false,hermes-ppn,Hermes Agent
gen-1788383868-bJSDHHUmPIVyJhMxgDnk,2026-09-02 21:17:48.817,0.000109,,,,0,240,51,39,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,1846,1719,false,hermes-ppn,Hermes Agent
gen-1788383863-k5KVVejZqIwfvdYtEMiE,2026-09-02 21:17:43.656,0.001365,,-0.00583,,0,33244,456,0,32577,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,4787,2082,false,hermes-ppn,Hermes Agent
gen-1788383855-tCKxZD9g5U5rqedEsr1s,2026-09-02 21:17:35.615,0.00128,,-0.006121,,0,32580,178,117,31278,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,3741,3521,false,hermes-ppn,Hermes Agent
gen-1788383846-70hj0LlHm14Wa6yjmC1L,2026-09-02 21:17:26.891,0.00192,,-0.00469,,0,31281,296,148,27193,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,5478,5232,false,hermes-ppn,Hermes Agent
gen-1788383836-BiGKggWrLUWG1LJu3rts,2026-09-02 21:17:16.437,0.001309,,-0.004387,,0,27196,215,33,24987,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4554,3235,false,hermes-ppn,Hermes Agent
gen-1788383834-P4eWTa0HNOlQXafESwRB,2026-09-02 21:17:14.232,0.001282,,,,0,345,273,271,0,google/gemini-3.6-flash-20260721,Google,standard,false,true,,STOP,stop,1959,1140,false,hermes-ppn,Hermes Agent
gen-1788383825-xPJze0dUHOiwNnOxsIY1,2026-09-02 21:17:05.480,0.000879,,-0.004394,,0,24990,230,32,24538,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,4520,3133,false,hermes-ppn,Hermes Agent
gen-1788383819-DhPNnb3iwFZzZKeHBCdu,2026-09-02 21:16:59.543,0.00166,,-0.003533,,0,24541,238,20,20697,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,3770,2552,false,hermes-ppn,Hermes Agent
gen-1788383811-WD1PNFbaXNyZmQZzZZQt,2026-09-02 21:16:51.572,0.000906,,-0.003824,,0,20700,134,26,19617,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,3938,2746,false,hermes-ppn,Hermes Agent
gen-1788383809-e7IlSmwUTduTZb7FYwvo,2026-09-02 21:16:49.495,0.001273,,-0.002686,,0,19620,30,0,15945,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,1819,1610,false,hermes-ppn,Hermes Agent
gen-1788383803-pJURRkOAXpEcA3wpS5dl,2026-09-02 21:16:43.593,0.004034,,0.000797,,0,15948,40,13,0,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,5552,5388,false,hermes-ppn,Hermes Agent
gen-1788383679-ape2pKvOAZk88jvmXidG,2026-09-02 21:14:39.649,0.051364,,,,0,35987,1066,571,0,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,stop,stop,21592,1923,false,hermes-ppn,Hermes Agent
gen-1788383671-zuV0O1TFGKXKfzvJElyZ,2026-09-02 21:14:31.402,0.026986,,-0.022362,,0,34860,930,803,17664,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,tool_calls,tool_calls,7733,1027,false,hermes-ppn,Hermes Agent
gen-1788383651-wMuI9OwILXNIUu3W3rPL,2026-09-02 21:14:11.599,0.011721,,-0.035326,,0,32166,1240,1080,27904,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,tool_calls,tool_calls,18555,1294,false,hermes-ppn,Hermes Agent
gen-1788383646-6o3ybTf6GIbn9L5ofSPU,2026-09-02 21:14:06.704,0.007471,,-0.030789,,0,27632,521,353,24320,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,tool_calls,tool_calls,4528,481,false,hermes-ppn,Hermes Agent
gen-1788383633-P3LKqdQokpCo7k3dWTmA,2026-09-02 21:13:53.216,0.034861,,,,0,23383,1068,902,0,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,tool_calls,tool_calls,11159,1582,false,hermes-ppn,Hermes Agent
gen-1788383627-RTfzHr5xtnn49GxxzUU7,2026-09-02 21:13:47.925,0.00317,,-0.027872,,0,22282,468,380,22016,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,tool_calls,tool_calls,4298,285,false,hermes-ppn,Hermes Agent
gen-1788383624-6FkQyUZ8wYQoJt1fWuou,2026-09-02 21:13:44.262,0.006678,,-0.022686,,0,22078,112,10,17920,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,tool_calls,tool_calls,990,438,false,hermes-ppn,Hermes Agent
gen-1788383618-Rj1nIpZg4MhXF6agnkXi,2026-09-02 21:13:38.581,0.002304,,-0.022362,,0,17802,340,260,17664,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,tool_calls,tool_calls,3277,894,false,hermes-ppn,Hermes Agent
gen-1788383587-6iMSp1ZdmWpiImFzK6dr,2026-09-02 21:13:07.540,0.023368,,,,0,17754,28,28,0,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,stop,stop,2301,1016,false,hermes-ppn,Hermes Agent
gen-1788383585-dEzDyTQg7Ox3gxvcLsLm,2026-09-02 21:13:05.476,0.003428,,-0.022362,,0,19352,111,55,17664,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,stop,stop,1448,475,false,hermes-ppn,Hermes Agent
gen-1788383584-XpbG6mYZdNWw6I8yTs3j,2026-09-02 21:13:03.995,0.001404,,-0.022038,,0,17678,72,40,17408,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,stop,stop,1075,434,false,hermes-ppn,Hermes Agent
gen-1788383574-mvlugGHLpZN71X0Joprd,2026-09-02 21:12:54.845,0.000749,,,,0,124,148,157,0,deepseek/deepseek-v4-pro-20260813,Parasail,standard,false,true,,stop,stop,2004,351,false,hermes-ppn,Hermes Agent
gen-1788383568-McXfbZEs3142zgCp4AJ6,2026-09-02 21:12:48.786,0.02351,,,,0,17539,135,96,0,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,stop,stop,5133,1125,false,hermes-ppn,Hermes Agent
gen-1788382576-Gb37DjdcBMLKLcQMAuSX,2026-09-02 20:56:16.670,0.006227,,-0.035326,,0,29964,581,275,27904,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,stop,stop,6672,1368,false,hermes-ppn,Hermes Agent
gen-1788382573-80akQZWAv05pAvCQQiG4,2026-09-02 20:56:13.645,0.005165,,-0.032085,,0,27765,222,138,25344,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,tool_calls,tool_calls,1843,420,false,hermes-ppn,Hermes Agent
gen-1788382571-FYBrrKkuFWT4X0x30c24,2026-09-02 20:56:11.189,0.032237,,,,0,24606,1,0,0,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,true,true,,,,2225,938,false,hermes-ppn,Hermes Agent
gen-1788382562-0vu9A23JmRhM9dM5OfX3,2026-09-02 20:56:02.656,0.005872,,-0.031761,,0,26860,618,358,25088,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,tool_calls,tool_calls,6746,783,false,hermes-ppn,Hermes Agent
gen-1788382555-MVyThzRBetH2UoPpVT5R,2026-09-02 20:55:55.768,0.036354,,,,0,26231,503,378,0,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,tool_calls,tool_calls,5720,1460,false,hermes-ppn,Hermes Agent
gen-1788382549-eEUZcTCwSdkGTuxE5sSN,2026-09-02 20:55:49.134,0.03408,,,,0,25378,211,126,0,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,tool_calls,tool_calls,6325,5011,false,hermes-ppn,Hermes Agent
gen-1788382545-gxheNIsn2ZqchcCNFBNU,2026-09-02 20:55:45.402,0.033212,,,,0,25060,97,36,0,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,tool_calls,tool_calls,2560,1702,false,hermes-ppn,Hermes Agent
gen-1788382529-dePoeIlW9sxcKxWt6yIH,2026-09-02 20:55:28.959,0.004135,,-0.030465,,0,24309,696,565,24064,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,tool_calls,tool_calls,15306,435,false,hermes-ppn,Hermes Agent
gen-1788382400-4RriWvwo4HYpIyQkmlhj,2026-09-02 20:53:20.554,0.005162,,-0.028844,,0,23357,861,470,22784,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,tool_calls,tool_calls,14388,594,false,hermes-ppn,Hermes Agent
gen-1788382394-wivZd1aizJol8n8Q5JWX,2026-09-02 20:53:14.113,0.030649,,,,0,22895,166,90,0,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,tool_calls,tool_calls,4397,1853,false,hermes-ppn,Hermes Agent
gen-1788382329-hZiDtkA1xPKeoZRY3pBw,2026-09-02 20:52:09.068,0.001386,,,,0,204,282,301,0,deepseek/deepseek-v4-pro-20260813,Parasail,standard,false,true,,stop,stop,3448,297,false,hermes-ppn,Hermes Agent
gen-1788382326-0e7y4VsvCn9IuxVvramk,2026-09-02 20:52:06.799,0.003462,,-0.026899,,0,22697,159,21,21248,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,stop,stop,1782,476,false,hermes-ppn,Hermes Agent
gen-1788382325-EyYXUOJcLyYgC9tdb3qu,2026-09-02 20:52:05.616,0.006477,,-0.022038,,0,21487,93,25,17408,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,tool_calls,tool_calls,928,516,false,hermes-ppn,Hermes Agent
gen-1788382320-fzb2tVcXW1fKA3rXB0AA,2026-09-02 20:52:00.130,0.023292,,,,0,17545,78,38,0,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,tool_calls,tool_calls,4076,1312,false,hermes-ppn,Hermes Agent
gen-1788381470-bbObaAlzMUXayrFwUulS,2026-09-02 20:37:50.054,0.009586,,-0.162696,,0,130900,203,0,128512,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,stop,stop,7628,893,false,hermes-ppn,Hermes Agent
gen-1788381467-088oITZ54jnGShAljrf5,2026-09-02 20:37:47.964,0.00653,,-0.164316,,0,130112,101,0,129792,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,tool_calls,tool_calls,1068,616,false,hermes-ppn,Hermes Agent
gen-1788381455-YWBS2poWvpSTlJK1gxc4,2026-09-02 20:37:35.682,0.17195,,,,0,129386,620,330,0,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,tool_calls,tool_calls,11551,5337,false,hermes-ppn,Hermes Agent
gen-1788381435-2ZXa6YpAp7bvSZ80olmo,2026-09-02 20:37:15.545,0.170555,,,,0,127940,746,704,0,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,tool_calls,tool_calls,15945,5758,false,hermes-ppn,Hermes Agent
gen-1788205899-OOALFzuGORYnzMJ9znKt,2026-08-31 19:51:39.588,0.166723,,,,0,127140,43,34,0,deepseek/deepseek-v4-pro-20260813,CoreWeave,standard,false,true,,stop,stop,5055,4640,false,hermes-ppn,Hermes Agent
gen-1788097773-dOhmQJT904kuXCqhaXeO,2026-08-30 13:49:33.822,0.002914,,-0.019763,,0,111325,344,146,110129,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,stop,5960,4295,false,hermes-ppn,Hermes Agent
gen-1788097765-Egbr8vJT3B7ZSCNLzVnn,2026-08-30 13:49:25.446,0.002394,,-0.01973,,0,110132,82,0,109724,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,6876,4551,false,hermes-ppn,Hermes Agent
gen-1788097760-J3zlNBP1lxUJO62q5vOn,2026-08-30 13:49:20.430,0.00282,,-0.019256,,0,109727,110,25,107579,openai/gpt-5.6-luna-20260709,Azure,standard,false,true,,completed,tool_calls,3816,3409,false,hermes-ppn,Hermes Agent
